route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
57,hjan1707-Sunday-2-JA2017-0000001,2424449,"KENNEDY PLAZA (PROVIDENCE)",0,329705,570014
57,hjan1707-Sunday-2-JA2017-0000001,2424450,"CENTERDALE via SMITH STREET",1,329705,570015
57,hjan1707-Sunday-2-JA2017-0000001,2424451,"KENNEDY PLAZA (PROVIDENCE)",0,329705,570014
57,hjan1707-Sunday-2-JA2017-0000001,2424452,"CENTERDALE via SMITH STREET",1,329705,570015
57,hjan1707-Sunday-2-JA2017-0000001,2424453,"KENNEDY PLAZA (PROVIDENCE)",0,329705,570014
57,hjan1707-Sunday-2-JA2017-0000001,2424454,"CENTERDALE via SMITH STREET",1,329705,570015
57,hjan1707-Sunday-2-JA2017-0000001,2424455,"KENNEDY PLAZA (PROVIDENCE)",0,329705,570014
57,hjan1707-Sunday-2-JA2017-0000001,2424456,"CENTERDALE via SMITH STREET",1,329705,570015
57,hjan1707-Sunday-2-JA2017-0000001,2424457,"KENNEDY PLAZA (PROVIDENCE)",0,329705,570014
57,hjan1707-Sunday-2-JA2017-0000001,2424458,"CENTERDALE via SMITH STREET",1,329705,570015
20,hjan1707-Sunday-2-JA2017-0000001,2424460,"T. F. GREEN AIRPORT via ELMWOOD",1,329736,200072
20,hjan1707-Sunday-2-JA2017-0000001,2424462,"KENNEDY PLAZA (PROVIDENCE)",0,329736,200068
20,hjan1707-Sunday-2-JA2017-0000001,2424463,"T. F. GREEN AIRPORT via ELMWOOD",1,329732,200072
20,hjan1707-Sunday-2-JA2017-0000001,2424464,"KENNEDY PLAZA (PROVIDENCE)",0,329732,200068
20,hjan1707-Sunday-2-JA2017-0000001,2424465,"T. F. GREEN AIRPORT via ELMWOOD",1,329736,200072
20,hjan1707-Sunday-2-JA2017-0000001,2424466,"T. F. GREEN AIRPORT via ELMWOOD",1,329732,200072
20,hjan1707-Sunday-2-JA2017-0000001,2424467,"KENNEDY PLAZA (PROVIDENCE)",0,329736,200068
20,hjan1707-Sunday-2-JA2017-0000001,2424468,"KENNEDY PLAZA (PROVIDENCE)",0,329732,200068
20,hjan1707-Sunday-2-JA2017-0000001,2424470,"T. F. GREEN AIRPORT via ELMWOOD",1,329736,200072
22,hjan1707-Sunday-2-JA2017-0000001,2424471,"WARWICK MALL via PONTIAC AVENUE",1,329698,220070
22,hjan1707-Sunday-2-JA2017-0000001,2424473,"KENNEDY PLAZA (PROVIDENCE)",0,329699,220067
20,hjan1707-Sunday-2-JA2017-0000001,2424474,"KENNEDY PLAZA (PROVIDENCE)",0,329736,200068
20,hjan1707-Sunday-2-JA2017-0000001,2424475,"T. F. GREEN AIRPORT via ELMWOOD",1,329732,200072
22,hjan1707-Sunday-2-JA2017-0000001,2424476,"KENNEDY PLAZA (PROVIDENCE)",0,329698,220067
22,hjan1707-Sunday-2-JA2017-0000001,2424477,"WARWICK MALL via PONTIAC AVENUE",1,329699,220070
20,hjan1707-Sunday-2-JA2017-0000001,2424478,"KENNEDY PLAZA (PROVIDENCE)",0,329732,200068
20,hjan1707-Sunday-2-JA2017-0000001,2424479,"T. F. GREEN AIRPORT via ELMWOOD",1,329736,200072
22,hjan1707-Sunday-2-JA2017-0000001,2424480,"KENNEDY PLAZA (PROVIDENCE)",0,329699,220067
22,hjan1707-Sunday-2-JA2017-0000001,2424481,"WARWICK MALL via PONTIAC AVENUE",1,329698,220070
20,hjan1707-Sunday-2-JA2017-0000001,2424482,"KENNEDY PLAZA (PROVIDENCE)",0,329736,200068
20,hjan1707-Sunday-2-JA2017-0000001,2424483,"T. F. GREEN AIRPORT via ELMWOOD",1,329732,200072
22,hjan1707-Sunday-2-JA2017-0000001,2424484,"KENNEDY PLAZA (PROVIDENCE)",0,329698,220067
22,hjan1707-Sunday-2-JA2017-0000001,2424485,"WARWICK MALL via PONTIAC AVENUE",1,329699,220070
20,hjan1707-Sunday-2-JA2017-0000001,2424486,"KENNEDY PLAZA (PROVIDENCE)",0,329732,200068
20,hjan1707-Sunday-2-JA2017-0000001,2424487,"T. F. GREEN AIRPORT via ELMWOOD",1,329736,200072
22,hjan1707-Sunday-2-JA2017-0000001,2424488,"KENNEDY PLAZA (PROVIDENCE)",0,329699,220067
22,hjan1707-Sunday-2-JA2017-0000001,2424489,"WARWICK MALL via PONTIAC AVENUE",1,329698,220070
20,hjan1707-Sunday-2-JA2017-0000001,2424490,"KENNEDY PLAZA (PROVIDENCE)",0,329736,200068
20,hjan1707-Sunday-2-JA2017-0000001,2424491,"T. F. GREEN AIRPORT via ELMWOOD",1,329732,200072
22,hjan1707-Sunday-2-JA2017-0000001,2424492,"KENNEDY PLAZA (PROVIDENCE)",0,329698,220067
